age,job,marital,education,default,balance,housing,loan,pdays,previous,poutcome,result
54,admin.,married,secondary,no,956,,yes,362,1,other,fail
55,management,married,tertiary,no,0,no,no,-1,0,unknown,fail
29,admin.,divorced,secondary,no,883,no,yes,-1,0,unknown,fail
47,admin.,married,secondary,no,1715,no,no,-1,0,unknown,fail
46,blue-collar,married,primary,no,3969,no,no,-1,0,unknown,fail
31,technician,single,tertiary,no,244,no,no,-1,0,unknown,fail
45,blue-collar,married,primary,no,-175,yes,yes,-1,0,unknown,fail
36,blue-collar,married,secondary,no,0,yes,no,-1,0,unknown,fail
56,management,married,tertiary,no,2551,yes,no,-1,0,unknown,fail
39,admin.,married,secondary,no,168,yes,no,-1,0,unknown,fail
43,blue-collar,divorced,secondary,no,688,yes,no,-1,0,unknown,fail
43,management,married,unknown,no,275,no,no,339,2,failure,fail
53,admin.,single,secondary,no,2892,no,no,-1,0,unknown,success
56,technician,single,secondary,no,1437,yes,no,-1,0,unknown,fail
45,blue-collar,married,unknown,no,5640,yes,no,-1,0,unknown,fail
32,blue-collar,married,secondary,no,517,yes,no,-1,0,unknown,fail
55,services,divorced,secondary,no,1735,no,no,-1,0,unknown,fail
49,self-employed,married,tertiary,no,1842,yes,no,-1,0,unknown,fail
26,admin.,single,tertiary,no,6,yes,no,-1,0,unknown,fail
29,technician,married,secondary,no,1599,yes,no,61,1,failure,fail
60,retired,married,secondary,no,781,yes,yes,-1,0,unknown,fail
34,admin.,divorced,secondary,no,-75,no,no,-1,0,unknown,fail
50,blue-collar,,primary,no,-219,no,yes,-1,0,unknown,fail
39,admin.,single,secondary,no,-25,yes,no,-1,0,unknown,fail
57,entrepreneur,divorced,tertiary,no,873,no,no,-1,0,unknown,fail
36,entrepreneur,married,tertiary,no,1169,yes,no,-1,0,unknown,fail
34,technician,married,secondary,no,1035,no,no,-1,0,unknown,success
60,blue-collar,married,primary,no,3230,no,no,-1,0,unknown,fail
50,blue-collar,married,primary,no,2142,yes,no,224,1,other,fail
31,admin.,divorced,secondary,no,253,yes,no,-1,0,unknown,fail
29,management,single,tertiary,no,36252,yes,no,-1,0,unknown,success
35,management,single,tertiary,no,1423,yes,no,-1,0,unknown,fail
51,management,married,tertiary,no,1394,yes,no,-1,0,unknown,fail
37,blue-collar,single,primary,no,1210,no,no,-1,0,unknown,fail
44,housemaid,divorced,primary,no,629,no,no,-1,0,,fail
34,admin.,single,secondary,no,296,no,no,-1,0,unknown,fail
38,admin.,married,secondary,no,1283,yes,no,-1,0,unknown,fail
26,technician,single,secondary,no,430,no,no,-1,0,unknown,fail
34,technician,married,secondary,no,0,yes,no,-1,0,unknown,fail
39,management,married,tertiary,no,691,yes,yes,255,1,failure,fail
41,blue-collar,married,secondary,no,1539,yes,no,130,3,failure,fail
48,entrepreneur,married,secondary,no,183,yes,no,-1,0,unknown,fail
41,entrepreneur,divorced,tertiary,no,0,yes,no,-1,0,unknown,fail
56,technician,married,secondary,no,589,yes,no,26,3,success,fail
34,housemaid,married,primary,no,-1,yes,no,-1,0,unknown,fail
47,admin.,single,secondary,no,1305,no,no,-1,0,unknown,fail
35,management,married,tertiary,no,0,no,no,-1,0,unknown,fail
30,management,married,tertiary,no,696,no,no,-1,0,unknown,fail
44,management,married,tertiary,no,0,no,no,-1,0,unknown,fail
39,management,married,tertiary,no,2271,yes,no,-1,0,unknown,fail
37,technician,single,secondary,no,267,no,no,-1,0,unknown,fail
46,technician,divorced,secondary,no,-1034,yes,yes,-1,0,unknown,fail
37,admin.,married,tertiary,no,3913,yes,no,-1,0,unknown,success
40,blue-collar,married,primary,no,665,yes,no,-1,0,unknown,success
44,services,married,secondary,no,-1621,yes,yes,-1,0,unknown,fail
46,blue-collar,married,secondary,no,6215,no,no,-1,0,unknown,fail
39,management,married,tertiary,no,1802,no,no,97,2,failure,fail
41,admin.,divorced,secondary,no,322,yes,no,-1,0,unknown,fail
33,management,single,tertiary,no,5276,no,no,-1,0,unknown,fail
40,blue-collar,married,secondary,yes,231,yes,no,-1,0,unknown,fail
45,self-employed,married,tertiary,no,-312,no,no,-1,0,,fail
34,management,divorced,tertiary,no,0,no,no,175,3,failure,fail
51,unemployed,married,secondary,no,636,no,no,-1,0,unknown,fail
67,management,married,tertiary,no,405,no,no,-1,0,unknown,success
30,blue-collar,married,primary,no,124,yes,no,775,2,other,fail
48,blue-collar,married,secondary,no,134,no,no,-1,0,unknown,fail
54,technician,married,secondary,no,114,no,no,-1,0,unknown,success
41,admin.,divorced,secondary,no,261,yes,no,-1,0,unknown,fail
56,management,married,secondary,no,1928,no,no,115,4,failure,fail
56,blue-collar,divorced,secondary,no,934,no,no,-1,0,unknown,fail
26,blue-collar,single,secondary,no,396,yes,no,-1,0,unknown,fail
34,self-employed,single,tertiary,no,1798,yes,no,-1,0,unknown,fail
28,blue-collar,single,secondary,no,-545,yes,yes,-1,0,unknown,fail
37,blue-collar,married,unknown,no,557,no,no,-1,0,unknown,fail
36,housemaid,married,primary,no,531,no,no,-1,0,unknown,fail
34,technician,single,tertiary,no,925,yes,no,-1,0,unknown,success
51,blue-collar,married,primary,no,1938,no,no,-1,0,unknown,fail
47,management,divorced,tertiary,no,4556,yes,no,-1,0,unknown,fail
39,admin.,divorced,secondary,,223,yes,yes,-1,0,unknown,fail
32,technician,married,secondary,no,4887,yes,no,-1,0,unknown,fail
36,self-employed,single,tertiary,no,583,no,no,235,1,other,fail
54,management,married,tertiary,yes,-248,yes,yes,-1,0,unknown,fail
36,services,married,secondary,no,279,no,no,-1,0,unknown,fail
36,technician,married,secondary,no,377,yes,yes,-1,0,unknown,fail
44,management,married,tertiary,no,0,yes,no,-1,0,unknown,fail
55,blue-collar,married,primary,no,0,yes,yes,-1,0,unknown,fail
33,technician,single,tertiary,no,538,yes,no,-1,0,unknown,fail
63,unemployed,married,primary,no,0,no,no,-1,0,unknown,fail
57,management,married,primary,no,595,no,no,-1,0,unknown,fail
33,entrepreneur,single,tertiary,no,484,yes,no,-1,0,unknown,fail
26,technician,single,tertiary,no,14054,no,no,-1,0,unknown,fail
56,management,married,tertiary,no,2925,no,no,-1,0,unknown,fail
51,unemployed,married,tertiary,no,174,no,yes,-1,0,unknown,fail
49,blue-collar,married,secondary,no,1264,no,no,-1,0,unknown,fail
52,management,single,tertiary,no,741,no,no,-1,0,unknown,fail
57,management,married,tertiary,no,1636,no,no,-1,0,unknown,fail
37,blue-collar,married,primary,no,53,yes,no,-1,0,unknown,fail
36,management,married,tertiary,no,953,yes,yes,335,3,other,fail
61,retired,married,secondary,no,399,no,no,-1,0,unknown,fail
40,admin.,married,secondary,no,0,yes,no,201,1,failure,fail
37,housemaid,married,secondary,no,167,yes,no,-1,0,unknown,fail
35,technician,married,secondary,no,294,yes,no,98,5,success,fail
34,services,single,tertiary,no,49,yes,no,-1,0,unknown,fail
30,management,married,tertiary,no,913,yes,no,-1,0,unknown,fail
43,services,married,tertiary,no,2764,no,no,-1,0,unknown,fail
49,services,married,secondary,no,-106,no,yes,-1,0,unknown,fail
56,services,married,secondary,no,5486,yes,no,-1,0,unknown,fail
42,unemployed,single,primary,no,5717,no,no,-1,0,unknown,fail
50,technician,married,secondary,no,103,yes,no,267,6,failure,fail
56,technician,married,secondary,no,1093,no,no,-1,0,unknown,fail
34,management,single,tertiary,no,1049,yes,no,,0,unknown,fail
50,blue-collar,married,primary,no,14,yes,yes,-1,0,unknown,fail
41,admin.,married,secondary,no,3855,,no,-1,0,unknown,fail
41,blue-collar,married,secondary,no,-217,yes,no,349,3,other,fail
30,management,single,tertiary,no,697,no,no,80,5,success,success
50,blue-collar,married,primary,no,61,yes,no,-1,0,unknown,fail
25,services,divorced,secondary,no,1694,no,no,-1,0,unknown,fail
50,technician,divorced,unknown,no,2794,no,no,-1,0,unknown,success
42,self-employed,married,secondary,no,95,no,no,-1,0,unknown,fail
56,technician,married,secondary,no,778,no,no,208,1,failure,fail
31,management,single,secondary,no,1090,yes,no,303,1,failure,fail
45,blue-collar,married,primary,no,446,yes,no,-1,0,unknown,fail
48,admin.,divorced,secondary,no,2662,no,no,-1,0,unknown,fail
35,services,single,secondary,no,313,yes,no,301,3,failure,fail
36,blue-collar,married,primary,no,199,yes,no,-1,0,unknown,fail
57,management,married,primary,no,785,yes,no,-1,0,unknown,fail
31,technician,married,secondary,no,-305,no,yes,-1,0,unknown,fail
39,technician,married,tertiary,no,1161,yes,no,336,1,failure,fail
33,services,married,secondary,no,930,no,yes,-1,0,unknown,fail
29,management,married,tertiary,no,198,yes,no,-1,0,unknown,fail
32,management,single,tertiary,no,12686,yes,no,-1,0,unknown,fail
30,unemployed,single,secondary,no,500,yes,no,-1,0,unknown,fail
58,housemaid,married,secondary,no,4840,no,no,-1,0,unknown,fail
43,management,married,tertiary,no,3518,no,no,196,2,success,success
44,blue-collar,single,secondary,no,492,no,yes,351,3,other,fail
39,blue-collar,married,secondary,no,-196,yes,no,-1,0,unknown,fail
51,housemaid,married,primary,no,3073,no,no,-1,0,unknown,fail
46,self-employed,married,tertiary,no,2421,no,no,100,4,failure,success
36,management,divorced,tertiary,no,3837,yes,no,193,1,success,fail
51,blue-collar,married,unknown,no,2547,yes,no,-1,0,unknown,fail
50,blue-collar,married,unknown,no,2284,yes,no,-1,0,unknown,success
30,self-employed,single,tertiary,no,800,no,no,-1,0,unknown,fail
33,management,divorced,tertiary,no,-848,yes,no,256,2,other,fail
46,blue-collar,married,primary,no,67,no,no,-1,0,unknown,fail
48,admin.,married,secondary,no,-509,no,yes,-1,0,unknown,fail
44,blue-collar,divorced,primary,no,3953,yes,no,-1,0,unknown,fail
32,self-employed,married,tertiary,no,1423,no,no,-1,0,unknown,success
31,management,married,tertiary,no,877,no,no,92,8,success,success
31,blue-collar,divorced,secondary,no,1125,no,yes,-1,0,unknown,fail
50,blue-collar,divorced,primary,no,1545,yes,no,-1,0,unknown,fail
49,management,single,secondary,no,-18,yes,no,264,4,failure,fail
38,admin.,divorced,secondary,no,308,yes,no,274,1,failure,fail
32,technician,married,tertiary,no,8023,no,no,84,2,failure,fail
35,unemployed,married,tertiary,no,259,no,yes,-1,0,,fail
29,management,married,tertiary,no,85,yes,yes,-1,0,unknown,fail
41,blue-collar,single,primary,no,1618,yes,no,-1,0,unknown,success
32,admin.,married,secondary,no,41,yes,yes,-1,0,unknown,fail
39,blue-collar,single,secondary,no,523,yes,no,-1,0,unknown,fail
31,blue-collar,married,secondary,no,1787,yes,no,-1,0,unknown,fail
34,services,married,primary,no,285,yes,no,-1,0,unknown,fail
60,management,married,tertiary,no,328,yes,no,-1,0,unknown,fail
37,admin.,single,secondary,no,569,yes,yes,-1,0,unknown,fail
32,self-employed,divorced,tertiary,no,3271,no,no,100,3,success,fail
49,housemaid,married,primary,no,0,no,no,-1,0,unknown,fail
51,blue-collar,married,primary,no,201,yes,no,-1,0,unknown,success
42,self-employed,married,tertiary,no,21861,no,no,-1,0,unknown,fail
58,admin.,married,secondary,no,2747,no,no,-1,0,unknown,fail
49,housemaid,married,secondary,no,3570,no,no,202,2,failure,fail
50,management,married,tertiary,no,719,no,yes,-1,0,unknown,fail
38,entrepreneur,married,primary,no,-786,yes,no,-1,0,unknown,fail
48,blue-collar,married,primary,no,816,yes,no,-1,0,unknown,fail
42,housemaid,married,primary,no,83,no,yes,-1,0,unknown,fail
29,admin.,single,secondary,no,266,yes,no,-1,0,unknown,success
38,technician,single,tertiary,no,103,no,no,-1,0,unknown,fail
32,blue-collar,single,secondary,no,1211,yes,no,-1,0,unknown,fail
43,services,married,secondary,no,2478,yes,no,-1,0,unknown,fail
39,blue-collar,single,secondary,no,94,no,yes,-1,0,unknown,fail
38,blue-collar,single,primary,no,1465,yes,no,-1,0,unknown,fail
51,services,single,secondary,no,513,yes,no,-1,0,unknown,fail
32,services,divorced,secondary,no,5267,yes,no,168,2,failure,fail
53,services,married,primary,no,46,yes,no,-1,0,unknown,fail
40,admin.,married,secondary,no,5,no,no,-1,0,unknown,fail
76,retired,divorced,primary,no,86,no,no,-1,0,unknown,fail
32,services,married,secondary,no,0,yes,yes,-1,0,unknown,fail
35,blue-collar,single,secondary,no,2227,yes,no,-1,0,unknown,fail
52,blue-collar,divorced,primary,no,29,yes,no,298,1,failure,fail
26,services,married,secondary,no,0,no,no,-1,0,unknown,fail
49,self-employed,married,primary,no,489,yes,no,-1,0,unknown,fail
31,management,divorced,tertiary,no,-6,no,yes,-1,0,unknown,fail
39,blue-collar,married,secondary,no,11,no,no,-1,0,unknown,fail
31,blue-collar,single,secondary,no,0,yes,no,-1,0,unknown,fail
44,admin.,married,secondary,no,61,no,yes,-1,0,unknown,fail
44,management,married,tertiary,no,254,yes,yes,300,3,failure,fail
60,management,married,primary,no,130,no,no,-1,0,unknown,fail
45,blue-collar,married,primary,no,185,yes,no,-1,0,unknown,fail
51,blue-collar,married,primary,no,14,yes,yes,329,1,failure,fail
28,management,married,tertiary,no,3,yes,no,-1,0,unknown,fail
30,student,single,secondary,no,1681,no,no,-1,0,unknown,success
42,services,married,secondary,no,115,yes,yes,149,2,failure,fail
49,management,married,tertiary,no,436,no,no,-1,0,unknown,fail
35,services,married,secondary,no,586,yes,yes,344,2,failure,fail
33,technician,married,secondary,no,763,no,no,-1,0,unknown,fail
41,management,married,tertiary,no,783,yes,no,-1,0,unknown,fail
29,blue-collar,single,secondary,no,-37,yes,no,-1,0,unknown,fail
70,retired,married,secondary,no,2815,no,no,-1,0,unknown,fail
44,unemployed,married,secondary,no,0,no,no,165,4,failure,fail
55,blue-collar,divorced,secondary,no,4053,no,no,-1,0,unknown,fail
31,student,married,tertiary,no,0,no,no,367,4,other,fail
42,blue-collar,divorced,secondary,no,47,yes,yes,-1,0,unknown,fail
30,management,married,tertiary,no,1942,yes,yes,178,3,other,success
50,admin.,divorced,secondary,no,81,no,yes,-1,0,unknown,fail
48,admin.,married,secondary,no,0,no,yes,104,5,failure,fail
24,student,single,secondary,no,1847,no,no,-1,0,unknown,fail
48,management,divorced,secondary,no,122,yes,no,-1,0,unknown,fail
36,technician,divorced,secondary,no,487,no,yes,-1,0,unknown,fail
44,services,married,secondary,no,-618,no,yes,-1,0,unknown,fail
53,admin.,divorced,tertiary,no,0,yes,yes,64,6,other,fail
56,management,divorced,unknown,no,2986,no,no,-1,0,unknown,fail
31,admin.,single,tertiary,no,253,yes,no,355,4,failure,fail
44,blue-collar,married,secondary,no,2092,no,yes,-1,0,unknown,fail
38,blue-collar,married,secondary,no,660,yes,yes,-1,0,unknown,fail
52,technician,married,secondary,no,470,no,no,-1,0,unknown,fail
46,blue-collar,married,secondary,no,71,yes,no,-1,0,unknown,fail
33,services,married,secondary,no,0,yes,no,-1,0,unknown,fail
42,housemaid,divorced,tertiary,no,364,no,no,-1,0,unknown,fail
59,blue-collar,married,primary,no,595,no,no,-1,0,unknown,fail
41,management,married,tertiary,no,-499,no,no,-1,0,unknown,fail
53,management,married,tertiary,no,232,yes,no,-1,0,unknown,fail
31,management,married,tertiary,no,432,yes,no,-1,0,unknown,fail
38,services,married,secondary,no,43,yes,no,-1,0,unknown,fail
35,blue-collar,single,secondary,no,41,yes,no,-1,0,unknown,fail
32,technician,married,tertiary,no,231,yes,no,-1,0,unknown,fail
56,services,married,secondary,no,4763,yes,no,-1,0,unknown,fail
42,blue-collar,married,secondary,no,1540,yes,yes,-1,0,unknown,fail
56,services,married,secondary,no,4309,yes,no,-1,0,unknown,fail
60,admin.,divorced,secondary,no,4519,no,no,91,1,failure,fail
51,housemaid,married,secondary,no,294,no,no,-1,0,unknown,fail
59,retired,married,primary,no,0,no,no,-1,0,unknown,fail
29,technician,married,secondary,no,8,no,no,-1,0,unknown,fail
59,blue-collar,divorced,secondary,no,1774,no,yes,-1,0,unknown,fail
41,blue-collar,divorced,secondary,no,174,yes,no,297,1,other,fail
44,admin.,single,secondary,no,2524,no,no,-1,0,unknown,fail
32,management,single,tertiary,no,611,yes,yes,-1,0,unknown,fail
35,admin.,single,secondary,no,-32,no,yes,178,9,success,success
69,technician,married,tertiary,no,482,no,no,267,1,failure,success
55,housemaid,married,primary,no,2152,no,no,-1,0,unknown,success
39,management,married,tertiary,no,3913,no,no,-1,0,unknown,fail
47,self-employed,married,secondary,no,523,no,no,-1,0,unknown,fail
45,blue-collar,married,secondary,no,10252,no,no,141,2,success,success
30,unknown,single,tertiary,no,6836,no,no,-1,0,unknown,fail
41,management,single,tertiary,no,480,yes,no,-1,0,unknown,fail
52,management,married,tertiary,no,6922,no,no,-1,0,unknown,fail
47,admin.,married,secondary,no,2524,yes,no,-1,0,unknown,fail
39,unknown,single,unknown,no,2822,no,no,-1,0,unknown,fail
30,services,single,secondary,no,370,no,no,-1,0,unknown,fail
40,management,married,tertiary,no,89,yes,yes,-1,0,unknown,fail
40,management,married,tertiary,no,158,no,no,-1,0,unknown,success
54,technician,divorced,secondary,no,1705,yes,no,-1,0,unknown,fail
44,management,single,tertiary,no,3,yes,no,-1,0,unknown,fail
40,technician,married,secondary,no,6,yes,no,-1,0,unknown,fail
36,management,married,primary,no,5427,no,no,-1,0,unknown,fail
39,management,married,tertiary,no,380,no,no,-1,0,unknown,fail
38,services,married,secondary,no,173,yes,no,-1,0,unknown,fail
57,management,married,tertiary,no,0,yes,yes,-1,0,unknown,fail
47,management,married,secondary,no,2010,no,no,-1,0,unknown,fail
44,blue-collar,divorced,secondary,no,370,yes,no,369,1,failure,fail
50,blue-collar,married,secondary,no,3988,no,no,-1,0,unknown,fail
26,student,single,unknown,no,603,no,no,-1,0,unknown,fail
38,housemaid,single,primary,no,199,yes,no,306,1,failure,success
40,blue-collar,married,secondary,no,4,yes,yes,-1,0,unknown,fail
53,management,married,tertiary,no,193,no,no,-1,0,unknown,fail
55,housemaid,married,primary,no,1563,yes,no,-1,0,unknown,fail
51,services,married,secondary,no,53,yes,no,-1,0,unknown,fail
28,admin.,single,secondary,no,-126,no,yes,-1,0,unknown,fail
44,self-employed,single,tertiary,no,18558,yes,no,190,4,other,fail
33,technician,married,secondary,no,852,no,no,-1,0,unknown,fail
53,housemaid,married,primary,no,104,no,yes,-1,0,unknown,success
